Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
26/02/2025,20:15,Liverpool,Newcastle,2,0,H,1,0,H
27/02/2025,20:00,West Ham,Leicester,2,0,H,2,0,H
08/03/2025,12:30,Nott'm Forest,Man City,1,0,H,0,0,D
08/03/2025,15:00,Brighton,Fulham,2,1,H,1,1,D
08/03/2025,15:00,Crystal Palace,Ipswich,1,0,H,0,0,D
08/03/2025,15:00,Liverpool,Southampton,3,1,H,0,1,A
08/03/2025,17:30,Brentford,Aston Villa,0,1,A,0,0,D
08/03/2025,20:00,Wolves,Everton,1,1,D,1,1,D
09/03/2025,14:00,Chelsea,Leicester,1,0,H,0,0,D
09/03/2025,14:00,Tottenham,Bournemouth,2,2,D,0,1,A
09/03/2025,16:30,Man United,Arsenal,1,1,D,1,0,H
10/03/2025,20:00,West Ham,Newcastle,0,1,A,0,0,D
15/03/2025,15:00,Everton,West Ham,1,1,D,0,0,D
15/03/2025,15:00,Ipswich,Nott'm Forest,2,4,A,0,3,A
15/03/2025,15:00,Man City,Brighton,2,2,D,2,1,H
15/03/2025,15:00,Southampton,Wolves,1,2,A,0,1,A
15/03/2025,17:30,Bournemouth,Brentford,1,2,A,1,1,D
16/03/2025,13:30,Arsenal,Chelsea,1,0,H,1,0,H
16/03/2025,13:30,Fulham,Tottenham,2,0,H,0,0,D
16/03/2025,19:00,Leicester,Man United,0,3,A,0,1,A
01/04/2025,19:45,Arsenal,Fulham,2,1,H,1,0,H
01/04/2025,19:45,Wolves,West Ham,1,0,H,1,0,H
01/04/2025,20:00,Nott'm Forest,Man United,1,0,H,1,0,H
02/04/2025,19:45,Bournemouth,Ipswich,1,2,A,0,1,A
02/04/2025,19:45,Brighton,Aston Villa,0,3,A,0,0,D
02/04/2025,19:45,Man City,Leicester,2,0,H,2,0,H
02/04/2025,19:45,Newcastle,Brentford,2,1,H,1,0,H
02/04/2025,19:45,Southampton,Crystal Palace,1,1,D,1,0,H
02/04/2025,20:00,Liverpool,Everton,1,0,H,0,0,D
03/04/2025,20:00,Chelsea,Tottenham,1,0,H,0,0,D
05/04/2025,12:30,Everton,Arsenal,1,1,D,0,1,A
05/04/2025,15:00,Crystal Palace,Brighton,2,1,H,1,1,D
05/04/2025,15:00,Ipswich,Wolves,1,2,A,1,0,H
05/04/2025,15:00,West Ham,Bournemouth,2,2,D,0,1,A
05/04/2025,17:30,Aston Villa,Nott'm Forest,2,1,H,2,0,H
06/04/2025,14:00,Brentford,Chelsea,0,0,D,0,0,D
06/04/2025,14:00,Fulham,Liverpool,3,2,H,3,1,H
06/04/2025,14:00,Tottenham,Southampton,3,1,H,2,0,H
06/04/2025,16:30,Man United,Man City,0,0,D,0,0,D
07/04/2025,20:00,Leicester,Newcastle,0,3,A,0,3,A
12/04/2025,12:30,Man City,Crystal Palace,5,2,H,2,2,D
12/04/2025,15:00,Brighton,Leicester,2,2,D,1,1,D
12/04/2025,15:00,Nott'm Forest,Everton,0,1,A,0,0,D
12/04/2025,15:00,Southampton,Aston Villa,0,3,A,0,0,D
12/04/2025,17:30,Arsenal,Brentford,1,1,D,0,0,D
13/04/2025,14:00,Chelsea,Ipswich,2,2,D,0,2,A
13/04/2025,14:00,Liverpool,West Ham,2,1,H,1,0,H
13/04/2025,14:00,Wolves,Tottenham,4,2,H,2,0,H
13/04/2025,16:30,Newcastle,Man United,4,1,H,1,1,D
14/04/2025,20:00,Bournemouth,Fulham,1,0,H,1,0,H
16/04/2025,19:30,Newcastle,Crystal Palace,5,0,H,4,0,H
19/04/2025,15:00,Brentford,Brighton,4,2,H,1,1,D
19/04/2025,15:00,Crystal Palace,Bournemouth,0,0,D,0,0,D
19/04/2025,15:00,Everton,Man City,0,2,A,0,0,D
19/04/2025,15:00,West Ham,Southampton,1,1,D,0,0,D
19/04/2025,17:30,Aston Villa,Newcastle,4,1,H,1,1,D
20/04/2025,14:00,Fulham,Chelsea,1,2,A,1,0,H
20/04/2025,14:00,Ipswich,Arsenal,0,4,A,0,2,A
20/04/2025,14:00,Man United,Wolves,0,1,A,0,0,D
20/04/2025,16:30,Leicester,Liverpool,0,1,A,0,0,D
21/04/2025,20:00,Tottenham,Nott'm Forest,1,2,A,0,2,A
22/04/2025,20:00,Man City,Aston Villa,2,1,H,1,1,D
23/04/2025,20:00,Arsenal,Crystal Palace,2,2,D,2,1,H
26/04/2025,12:30,Chelsea,Everton,1,0,H,1,0,H
26/04/2025,15:00,Brighton,West Ham,3,2,H,1,0,H
26/04/2025,15:00,Newcastle,Ipswich,3,0,H,1,0,H
26/04/2025,15:00,Southampton,Fulham,1,2,A,1,0,H
26/04/2025,15:00,Wolves,Leicester,3,0,H,1,0,H
27/04/2025,14:00,Bournemouth,Man United,1,1,D,1,0,H
27/04/2025,16:30,Liverpool,Tottenham,5,1,H,3,1,H
01/05/2025,19:30,Nott'm Forest,Brentford,0,2,A,0,1,A
02/05/2025,20:00,Man City,Wolves,1,0,H,1,0,H
03/05/2025,12:30,Aston Villa,Fulham,1,0,H,1,0,H
03/05/2025,15:00,Everton,Ipswich,2,2,D,2,1,H
03/05/2025,15:00,Leicester,Southampton,2,0,H,2,0,H
03/05/2025,17:30,Arsenal,Bournemouth,1,2,A,1,0,H
04/05/2025,14:00,Brentford,Man United,4,3,H,2,1,H
04/05/2025,14:00,Brighton,Newcastle,1,1,D,1,0,H
04/05/2025,14:00,West Ham,Tottenham,1,1,D,1,1,D
04/05/2025,16:30,Chelsea,Liverpool,3,1,H,1,0,H
05/05/2025,20:00,Crystal Palace,Nott'm Forest,1,1,D,0,0,D
10/05/2025,15:00,Fulham,Everton,1,3,A,1,1,D
10/05/2025,15:00,Ipswich,Brentford,0,1,A,0,1,A
10/05/2025,15:00,Southampton,Man City,0,0,D,0,0,D
10/05/2025,15:00,Wolves,Brighton,0,2,A,0,1,A
10/05/2025,17:30,Bournemouth,Aston Villa,0,1,A,0,1,A
11/05/2025,12:00,Newcastle,Chelsea,2,0,H,1,0,H
11/05/2025,14:15,Man United,West Ham,0,2,A,0,1,A
11/05/2025,14:15,Nott'm Forest,Leicester,2,2,D,1,1,D
11/05/2025,14:15,Tottenham,Crystal Palace,0,2,A,0,1,A
11/05/2025,16:30,Liverpool,Arsenal,2,2,D,2,0,H
16/05/2025,19:30,Aston Villa,Tottenham,2,0,H,0,0,D
16/05/2025,20:15,Chelsea,Man United,1,0,H,0,0,D
18/05/2025,12:00,Everton,Southampton,2,0,H,2,0,H
18/05/2025,14:15,West Ham,Nott'm Forest,1,2,A,0,1,A
18/05/2025,15:00,Brentford,Fulham,2,3,A,2,1,H
18/05/2025,15:00,Leicester,Ipswich,2,0,H,1,0,H
18/05/2025,16:30,Arsenal,Newcastle,1,0,H,0,0,D
19/05/2025,20:00,Brighton,Liverpool,3,2,H,1,2,A
20/05/2025,20:00,Crystal Palace,Wolves,4,2,H,2,1,H
20/05/2025,20:00,Man City,Bournemouth,3,1,H,2,0,H
25/05/2025,16:00,Bournemouth,Leicester,2,0,H,0,0,D
25/05/2025,16:00,Fulham,Man City,0,2,A,0,1,A
25/05/2025,16:00,Ipswich,West Ham,1,3,A,0,1,A
25/05/2025,16:00,Liverpool,Crystal Palace,1,1,D,0,1,A
25/05/2025,16:00,Man United,Aston Villa,2,0,H,0,0,D
25/05/2025,16:00,Newcastle,Everton,0,1,A,0,0,D
25/05/2025,16:00,Nott'm Forest,Chelsea,0,1,A,0,0,D
25/05/2025,16:00,Southampton,Arsenal,1,2,A,0,1,A
25/05/2025,16:00,Tottenham,Brighton,1,4,A,1,0,H
25/05/2025,16:00,Wolves,Brentford,1,1,D,0,1,A
15/08/2025,20:00,Liverpool,Bournemouth,4,2,H,1,0,H
16/08/2025,12:30,Aston Villa,Newcastle,0,0,D,0,0,D
16/08/2025,15:00,Brighton,Fulham,1,1,D,0,0,D
16/08/2025,15:00,Sunderland,West Ham,3,0,H,0,0,D
16/08/2025,15:00,Tottenham,Burnley,3,0,H,1,0,H
16/08/2025,17:30,Wolves,Man City,0,4,A,0,2,A
17/08/2025,14:00,Chelsea,Crystal Palace,0,0,D,0,0,D
17/08/2025,14:00,Nott'm Forest,Brentford,3,1,H,3,0,H
17/08/2025,16:30,Man United,Arsenal,0,1,A,0,1,A
18/08/2025,20:00,Leeds,Everton,1,0,H,0,0,D
